Medicine Name,Active Ingredient,Alternatives,Pharmacology
Predsol Forte,prednisolone,PREDILONE 5mg 10 tab. (25 strips pack); PREDNISOLONE 5mg 20tab.; ACETASEE 1% eye drops; PREDNIS 5mg/5ml syrup 100 ML; PREDSOL 5mg/5ml 50ml syrup; HOSTACORTIN H 5mg 30 tab.; PREDNISOLONE 1% eye drops 5 ML; PEDICORT 5mg/5ml syp. 100 ML; UNIPRIDOL 5mg/5ml syp. 100 ML; XILONE 5mg/5ml 100ml syrup; ORCHAPRED eye gel 5 ML; ORCHAPRED Eye SUSP. 10 ML; PREDNISOLONE 20mg 20 DISPERSIBLE TABS.; SALCODIN 10mg/ml ophthalmic solution; APICORTE FORTE 1% eye drops; OPTIPRED 10mg/ml eye 5ml susp.; PRED FORTE 1% eye drops 5 ML; PHARMA PRED 1% ophth. susp. 5 ML; PREDSOL FORTE 15mg/5ml 60ml syrup; ECONOPRED PLUS 1% eye drops; EPICOPRED 20mg 10 orodispersible tabs.; UNIPRICOT 20mg 20 tabs.; DISPRELONE-OD 5mg 30 OROdispersable tabs.; PEDICORT FORTE 15mg/5ml syp. 100 ML; UNIPRIDOL FORTE 15mg/5ml syp. 100 ML; XILONE FORTE 15mg/5ml 100ml syrup; SOLUPRED ORO 5 mg 30 orodispersible tab.; DISPRELONE-D 20mg 20 dispersable tabs.; SOLUPRED ORO 20mg 20 orodispersible tabs.; DISPRELONE-OD 20mg 30 OROdispersable tabs.,"About PrednisoloneSSystemic synthetic Glucocorticoid, Immunosuppressant.SMechanism of Action of PrednisoloneSThe drug exerts it`s pharmacological action by penetrating and binding to cytoplasmic receptor protein and causes a structural change in steroid receptor complex. This structural change allows it`s migration in to the nucleus and then binding to specific sites on the DNA which leads to transcription of specific m-RNA and which ultimately regulates protein synthesis. It exerts more selective glucocorticoid action with little mineralocorticoid actions. SThe drug exerts anti-inflammatory and immunosuppressant actions as follows: - 1) Induce lipocortins in macrophages, endothelium, and fibroblasts which inhibits phospholipase A2 and thus decreases the production of Prostaglandins, leukotriens (LT), and platelet activating factor, 2) Causes negative regulation of genes for cytokines in macrophages, endothelial cells and lymphocytes and thus decreases the production of interleukin"
Notussil,cloperastine,SEDATUSS 20MG/5ML 100 ML SUSP.; NOTUSSIL 400mg/100ml 60ml susp.,"Cloperastine is a drug with a central antitussive effect, and is also endowed with an antihistaminic (sharing an ethylamine moiety with H1 receptor antagonists) and papaverine-like activity similar to codeine but without its narcotic effects."
Solupred Oro,prednisolone,PREDILONE 5mg 10 tab. (25 strips pack); PREDNISOLONE 5mg 20tab.; ACETASEE 1% eye drops; PREDNIS 5mg/5ml syrup 100 ML; PREDSOL 5mg/5ml 50ml syrup; HOSTACORTIN H 5mg 30 tab.; PREDNISOLONE 1% eye drops 5 ML; PEDICORT 5mg/5ml syp. 100 ML; UNIPRIDOL 5mg/5ml syp. 100 ML; XILONE 5mg/5ml 100ml syrup; ORCHAPRED eye gel 5 ML; ORCHAPRED Eye SUSP. 10 ML; PREDNISOLONE 20mg 20 DISPERSIBLE TABS.; SALCODIN 10mg/ml ophthalmic solution; APICORTE FORTE 1% eye drops; OPTIPRED 10mg/ml eye 5ml susp.; PRED FORTE 1% eye drops 5 ML; PHARMA PRED 1% ophth. susp. 5 ML; PREDSOL FORTE 15mg/5ml 60ml syrup; ECONOPRED PLUS 1% eye drops; EPICOPRED 20mg 10 orodispersible tabs.; UNIPRICOT 20mg 20 tabs.; DISPRELONE-OD 5mg 30 OROdispersable tabs.; PEDICORT FORTE 15mg/5ml syp. 100 ML; UNIPRIDOL FORTE 15mg/5ml syp. 100 ML; XILONE FORTE 15mg/5ml 100ml syrup; SOLUPRED ORO 5 mg 30 orodispersible tab.; DISPRELONE-D 20mg 20 dispersable tabs.; SOLUPRED ORO 20mg 20 orodispersible tabs.; DISPRELONE-OD 20mg 30 OROdispersable tabs.,"About PrednisoloneSSystemic synthetic Glucocorticoid, Immunosuppressant.SMechanism of Action of PrednisoloneSThe drug exerts it`s pharmacological action by penetrating and binding to cytoplasmic receptor protein and causes a structural change in steroid receptor complex. This structural change allows it`s migration in to the nucleus and then binding to specific sites on the DNA which leads to transcription of specific m-RNA and which ultimately regulates protein synthesis. It exerts more selective glucocorticoid action with little mineralocorticoid actions. SThe drug exerts anti-inflammatory and immunosuppressant actions as follows: - 1) Induce lipocortins in macrophages, endothelium, and fibroblasts which inhibits phospholipase A2 and thus decreases the production of Prostaglandins, leukotriens (LT), and platelet activating factor, 2) Causes negative regulation of genes for cytokines in macrophages, endothelial cells and lymphocytes and thus decreases the production of interleukin"
Lidocaine,lidocaine,LIDOCAINE HYDROCHLORIDE 10MG/ML AMP. 2 ML; LIDOCAINE HYDROCHLORIDE 10MG/ML AMP 3.5ML; LIGNOCAINE HYDROCHLORIDE 2% gel; LIDOCAINE HYDROCHLORIDE 10MG/ML AMP. 5 ML; FARCO-CAINE 5% oint. 20 GM; XYLOTOP 4% top. cream 20 GM; PROCTOLIDOSINE 5 supp.; LIDOSINE 5% topical oint. 20 GM; LIGNOCAINE 2% top. cream 20 GM; LIDOGED 5% topical gel 15 GM; ULTRACAINE 5% gel 20 gm; XYLOTOP 4% topical gel 20 GM; DENTABLE 0.33% ORAL GEL 10 GM; LIGNOCAINE 5% cream 20 GM; LIDOCAINE 2% gel. 20 GM; LIDOCAINE HCl 20mg/ml vial USP24; LIGNOCAINE 2% topical gel 20 GM; LIGNOCAINE 5% emulgel 20 GM; LIDOCAINE HCl 20mg/ml vial IM IV SC 20 ML (NET PRICE); ULTRACAINE 5% gel 30 gm; LIDO 40mg/1ml topical spray; TRADOCAN FORTE 8mg 20 Lozenges; DEBOCAINE HCL 2% (50ml) vial; LIDOCAINE HCl 20mg/ml vial IM IV SC 50 ML (NET PRICE); ULTRACAINE 20mg/ml vial 50 ML; LIGNORAL 10% oral spray 15 ML; MANOVIPERCAINE 10% spray 15 ML; LIDOCAINE 10% 15g topical spray; LIGNOCAINE 10% 15ml spray; FARCO-CAINE 10% spray. 50 ML; LIDOCAINE 10% 55g topical spray; XYLOCAINE JELLY 2%; LIGNOCAINE 10% 80ml spray; LIDOCAINE 2% 10 amp.; LIDOCAINE HYDROCHLORIDE 1% & EPINEPHRINE 0.01MG/ML 5 AMP. 10 ML; LIDOCAINE HYDROCHLORIDE 2% & EPINEPHRINE 0.01MG/ML 5 AMP. 10 ML; XYLOCAINE 10% pump spray 50 ML,Indication; For production of local or regional anesthesia by infiltration techniques such as percutaneous injection and intravenous regional anesthesia by peripheral nerve block techniques such as brachial plexus and intercostal and by central neural techniques such as lumbar and caudal epidural blocks.; ; Mechanism of action; Lidocaine stabilizes the neuronal membrane by inhibiting the ionic fluxes required for the initiation and conduction of impulses thereby effecting local anesthetic action. Lidocaine alters signal conduction in neurons by blocking the fast voltage gated sodium (Na+) channels in the neuronal cell membrane that are responsible for signal propagation. With sufficient blockage the membrane of the postsynaptic neuron will not depolarize and will thus fail to transmit an action potential. This creates the anaesthetic effect by not merely preventing pain signals from propagating to the brain but by aborting their birth in the first place.
Miconaz 2%,miconazole,MICOBAN 2% topical powder 10 GM; ADCOZOLE 2% topical CR. 15 GM; MICONOL 2% cream 15 GM; MICONOL 2% POWDER 20 GM; DERMOZOL 2% gel 15 GM; MONICURE 200mg 6 vaginal supp.; MYCOPHARM 2% tincture 30 ML; MYKOTRAL 2% topical powder 20 GM; MICO ORAL 2% oral gel; MICOBAN 2% cream 20 GM; MICAZOLE 2gm/100gm 20g oral gel; BUCCAZOLE 2% oral gel; MICOBAN 100mg 6 vaginal supp.; MONICURE 400mg 3 vaginal supp.; MYKOTRAL 200mg 6 Vag. tabs.; MYKOTRAL TINCTURE 2% topical paint; MICONAZ 2% cream 20 GM; MYKOTRAL 400mg 3 Vag. tabs.; MICONAZ 2% powder 20 GM; PEOPODAK 1200 mg 1 vaginal Ovule; PEOPODAK 400mg 3 vag. Ovule; MICAZOLE 2gm/100gm 40g oral gel; MICONAZ 2% oral gel 20 GM; DAKTARIN 2% cream 15 GM; GYNO-MYKOTRAL 2% vaginal cream 40 GM; MICOBAN 2% topical soln. 30 ML; MICONAZ 400mg 3 VAGINAL OVULES; GYNOZOL 200mg 6 VAG. OVULES; GYNOZOL 400mg 3 VAG. OVULES; MICONAZ 2% LIQUID SPRAY 60 ML; MICONAZ 2% POWDER SPRAY 60 ML; GYNO-DAKTARIN 400mg 3 vaginal ovules; GYNO-DAKTARIN 2% vaginal cream 40 GM; GYNOZOL 2% vaginal cream 40 GM; DAKTARIN 2% oral gel 40 GM,"About Miconazole; An imidazole derivative, Broad spectrum Antifungal.; ; Mechanism of Action of Miconazole; Miconazole is fungicidal or fungistatic depending on the drug concentrations. I t inhibits the conversion of Lanosterol to 14 demethyl Lanosterol by inhibiting the cytochromeP450 enzyme 14 alpha demethylase and impair ergosterol synthesis; Indications for Miconazole; 1.Tinea versicolor; 2.Vulvovaginal candidiasis; 3.Tinea pedis; 4.Tinea corporis; 5.Tinea cruris; 6.Otomycosis; 7.Onychomycosis; 8.Oral candidiasis; 9.Intestinal candidiasis; 10.Diaper dermatitis"
Declophen,diclofenac sodium,SUPPOFEN 25mg rectal supp.; DECLOPHEN 0.1% eye drops; OPTOFLAME 0.1% eye drops; ROMALEX 25mg 5 rectal supp.; ROMAFEN 1% gel 20 GM; RHEUMAFEN ACTI-GEL 1% gel 15 GM; ROMALEX 0.1% eye drops 5 ML; SUPPOFEN 50mg 5 rectal supp.; DECLOFENAC 1% gel 20 GM; DECLOPHEN 12.5mg 5 infantile supp.; ROMALEX 100mg 5 rectal supp.; BABY RELIEF 12.5mg 5 supp.; EPIFENAC 12.5mg 5 supp.; SUPPOFEN 100mg 5 rectal supp.; SWIXDICLO 0.1% eye drops 10 ML; ANTIFLAM 1% emulgel 20 GM; BABY RELIEF 25mg 5 supp.; DECLOPHEN 25mg 5 INFANTILE supp.; EPIFENAC 25mg 5 supp.; RHEUMARENE 1% gel 20 GM; DECLOFENAC 25mg 30 tab.; ROMALEX 75mg/3ml 3 I.M. amp.; EPIFENAC 50 mg 5 supp.; VOLTAREN 12.5mg 5 supp.; RHEUMAFEN 25mg 20 enteric coated tab.; EPIFENAC 0.1% eye drops; OLFEN 1% 15g topical gel.; VOLTAREN 25mg 5 supp.; ARTICAVOL 75mg/3ml 3 amp.; DECLOPHEN 25mg 20 tab.; DICLOSP S.R. 75mg 10 F.C. Tabs.; RHEUMAFEN 50mg 20 enteric coated tab.; DECLOPHEN 100mg 5 supp.; DECLOPHEN Emulgel 1% 30 GM; EPIFENAC 100mg 5 rectal supp.; PHAROFEN 100mg 5 rectal supp.; RHEUMARENE 100 MG 6 supp.; RHEUMAFEN 75 mg SR 10 Caps.; DECLOPHEN 50 mg 20 tab.; DECLOPHEN 75mg 3 amps; DECLOFENAC 50mg 20 tab.; DOLPHIN 75mg/3ml I.M 3 ampoule; EPIFENAC 25mg 20 enteric coated tab.; RHEUMAFEN 75mg/3ml 4 AMP. For I.M. inj.; RHEUMARENE 75mg/3ml 3 amp. I.M; RHEUMAFEN 100mg S.R.caps.; RHEUMARENE 25 mg 20 E.C.tab.; DICLOFERAZ 75MG/3ML 6 AMP. I.M I.V INF.; DOLPHIN 12.5MG 10 SUPP.; EPIFENAC 50mg 20 enteric coated tab.; EPIFENAC 75mg S.R. 10 TABS.; RHEUMARENE 50mg 20 tab.; VOLTAREN 25mg 30 enteric coated tab.; DOLPHIN 3% topical gel 30 GM; DOLPHIN 25MG 10 SUPP.; DOLPHIN 5% topical gel 30 GM; PHAROFEN 75mg 4 Amp.; ZACAGLONE 75mg/3ml 3 AMP. for I.M. injection; EPIFENAC 100mg S.R. 10 CAPS.; ANUVA 50mg 10 dispersible tab.; DECLOPHEN S.R. 100mg 8 Caps.; DICLAC 75mg 5 AMP.; EPIFENAC 75mg/3ml I.M./I.V. 3 amp.; FENACLOMEX 100mg S.R. 10 TABS.; FLECTOR 50 MG 9 granules in sachets; DOLPHIN 50MG 10 SUPP.; DICLONATRIUM SR 75mg 20 F.C. tabs.; OLFEN 1% 50g topical gel.; VANTOMOR 50mg 20 dispersible tab.; VOLTAREN 50mg 20 tab.; VOLTAREN 75mg/3ml 3 amp.; OLFEN 100mg S.R. 10 depocaps.; VOLTAREN OPHTA 0.1% ophth. soln.; OLFEN 50mg 20 Lactab; OLFEN 25 mg 30 Lactabs; OLFEN 75mg/2ml 6 AMP.; VOLTAREN 100mg 10 supp.; SIGMAFENAC 75 mg S.R. 30 cap.; DICLAC 5% gel 30 GM; DICLOFERAZ 50mg 30 dispersible tab.; DICLAC 150 ID RETARD 10 tab.; DIVIDO 75mg 8*4 dual release Caps.; FLOTAC 75mg 20 Caps.; VOLTAREN SR 75mg 20 F.C.tab.; VOLTAREN 75mg/3ml 6 amp.; DICLAC 75 ID RETARD 20 tab.; ARTHROFAST 150 mg 14 M.R. Tablets; VOLTAREN SR 100mg 20 F.C.tab.; DIVIDO 75mg 30 dual release Caps.,"Description; A non-steroidal anti-inflammatory agent (NSAID) with antipyretic and analgesic actions. It is primarily available as the sodium salt.; ; Indication :; For the acute and chronic treatment of signs and symptoms of osteoarthritis and rheumatoid arthritis.; ; Mechanism of action The antiinflammatory effects of diclofenac are believed to be due to inhibition of both leukocyte migration and the enzyme cylooxygenase (COX-1 and COX-2), leading to the peripheral inhibition of prostaglandin synthesis. As prostaglandins sensitize pain receptors, inhibition of their synthesis is responsible for the analgesic effects of diclofenac. Antipyretic effects may be due to action on the hypothalamus, resulting in peripheral dilation, increased cutaneous blood flow, and subsequent heat dissipation."
Fucidin 2%,fusidic acid,FUCIDIN 2% 10x10cm intertulle; FUCIDIN 2% 10x30cm intertulle; UNISTAFUSIN 2% cream 15 GM; UNISTAFUSIN 2% OINT. 15 GM; FUCIPHAC 20MG/GM CREAM 15 GM; FOSTINO 2% TOPICAL GEL 15 GM; FUCI-TOP 2% cream 15 GM; FUCI-TOP 2% oint. 15 GM; ANESTY TOPICAL GEL 15GM; FUSIDIC ACID 2% gel; FUCIDEL 2% cream 15 GM; FUSI 2% cream 15 GM; FUSIDERM 2% cream 15 GM; FUSIDICTAM 2 % top. cream 30 GM; FUSIDERM 2% gel 15 GM; FUTHALM 1% ophth. susp. 5 ML; OFUSIDIC sterile viscous eye drops; FUCIDIN 2% CREAM 15 GM; FUCIDIN 2% OINTMENT 15 GM; OPTIFUCIN 1% viscous eye drops; FUCIDIN 2% CREAM 20 GM; FUCIDIN 2% OINTMENT 20 GM; FUCITHALMIC 1% viscous eye drops; FUCIDIN 2% CREAM 30 GM; FUCIDIN 2% OINTMENT 30 GM,"About Fusidic acid; A bacteriostatic Steroid Antibiotic, Systemic antibacterial, anti-infective.; Mechanism of Action of Fusidic acid; Fusidic acid is a bactericidal or bacteriostatic drug depending upon the concentration. It inhibits the transfer of aminoacid from aminoacyl sRNA to the protein. This will leads to inhibition of protein synthesis in the bacteria and prevent the growth of microbes.SSIndications for Fusidic acidSPrimary and secondary skin infections S1. Impetigo S2. Erythrasma S3. Folliculitis S4. Sycosis barbae S5. Hidradenitis"
Aspocid,acetylsalicylic acid,ASPIRIN-CHEMIPHARM 75mg 10 tab.; ASPOCARD 150mg 20 chew. tab.; ECOPRIN 325mg 10 enteric coated tab.; ASPICO 81mg 30 chewable tabs.; AGGREX 250mg 20 tab.; ASPOCID 75mg 20 tab.; ASPIRIN 500mg 1000tab. B.P.2001; RIVO 100 mg 20 ENTERIC C. TABS.; ASPOCID PAEDIATRIC 75mg 30 chewable tab.; ASPROTECT 100mg 30 enteric coated tab.; CARDIPRIN 100mg 30 enteric coated tab.; ASPROTECT 100mg enteric coated 100tab.; JUSPRIN 81mg 40 enteric coated tab.; ASPOCID BUFFER 20 effervescent tab.; RIVO 75mg 30 chewable tab.; AGGREX 75mg 60 tablets; RIVO MICRO 320 mg 30 tab.; ASPO NASR 300mg 200 tab.; ASPIRIN 81mg 30 chewable tabs.; EZACARD 75mg 30 enteric coated tab.; ASPIRIN 500mg 20 tab.; ASPIRIN PROTECT 100 MG 20 gastro-resistant tab.; ASPOCID 300mg 200 tab.; ASPAIN 300mg 200 tab.; RIVO 320 mg 200 tab.,Description:Sbelongs to a group of medicines called non-steroidal anti-inflammatory drugs (NSAIDs)SSIndication:SProphylaxis of cerebrovascular disease or myocardial infarctionSTo improve survival in emergency situation of a heart attack.
Flatidyl,simethicone,BABY REST 40mg/0.6ml oral drops; SIMETHICONE emulsion 2% (120ml); SIMETHICONE EMULSION 2% (30ml)oral drops; SIMETHICONE 80mg 30 tab.U.S.P.XXII; FLATIDYL 30% oral drops 10 ML; SIMETHICONE 2% (30ml) oral drops.; FLATIDYL 40mg 30 chewable tab.; GASEOFLATEX 125mg 20 chew. tab.; DISFLATYL 30 chewable tab.,"About Simethicone; Oral anti-foaming agent, Silicones, Antiflatulent.; Mechanism of Action of Simethicone; This anti-gas (anti-flatulence) medication acts in the stomach and intestines to change the surface tension of gas bubbles, enabling smaller bubbles to join together into bigger bubbles. It results elimination of gas more easily by belching or passing flatus.; Indications for Simethicone; 1. Abdominal pain which is due to excessive gas in the digestive tract; 2. Before gastroscopy or radiography of the bowel"
Dimra,diclofenac potassium,METHOQUICK 50/500 MG 20 tab.; DICLOPRO PLUS 500/50MG 30 F.C. TABS.; DIMRA 20 F.C.tab.; FLEXILAX 30 F.C.tab.,"About Diclofenac PotassiumSNSAID, anti-inflammatory ,antipyretic and analgesic.SMechanism of Action of Diclofenac PotassiumSDiclofenac possess analgesic, anti-inflammatory and antipyretic action. It inhibits the enzyme cyclo-oxygenase and there by inhibits the synthesis of Prostaglandins (((PGs))). It is more potent against cyclo-oxygenase-2 enzyme as compared to other NSAIDs like Indomethacin, Naproxen etc. It reduces intracellular concentrations of free arachidonic acid in leukocyte by altering its release or uptake.SPharmacokinets of Diclofenac PotassiumSAbsorption: Diclofenac potassium is rapidly absorbed after oral administration. It undergoes first pass metabolism. Distribution: It is distributed in highly protein bound form. Metabolism: Diclofenac potassium is metabolised in the liver to mainly 4 hydroxy Diclofenac. Excretion: Drug and metabolites are primarily excreted in urine and some amount in the bile."
Hibiotic N,amoxicillin,LARYNCLAVE 125/31 pd. For oral 70ml susp.; MEGACLAVOX 156MG/5ML PD. FOR SUSP. 60 ML; CLAVUCIN 600mg I.V.vial; GARDINOVA 156mg/5ml 70ml susp.; LARYNCLAVE 250/62 pd. For oral 70ml susp.; LARYNCLAVE 400/57 pd. For oral 70ml susp.; CLAVUCIN 156 mg/5 ml 60ml susp.; GARDINOVA 312mg/5ml 70ml susp.; MEGACLAVOX 1.2g vial for I.V. inj./inf.; GARDINOVA 457mg/5ml 70ml susp.; CLAVIMOX 312.5mg/5ml pd. for oral 60 ml; MAGNABIOTIC 600mg vial; CLAVIMOX 228.5mg/5ml pd. for oral 70ml susp.; CLAVOSIGMA 250mg/62.5mg susp. 60 ML; CLAVUCIN 1.2gm I.V.vial; AMOCLAWIN 228.5mg/5ml pd. for Oral 60ml susp.; E-MOXCLAV 156mg/5ml 60ml susp.; AUJED 625 MG 12 F.C. TAB.; AUGMENTIN 600MG VIAL FOR I.V.; AUGMACILLIN 228.5 mg/5ml 60ml susp.; MAGNABIOTIC 156.25mg/5ml susp. 80 ML; MAGNABIOTIC 230mg/5ml pd. For oral 80ml susp.; CLAVUCIN 375mg 10f.c.tab.; AMOCLAWIN 457mg/5ml pd. for Oral 60ml susp.; AMOXILANIC 228.5mg/5ml pd. For oral 60ml susp.; CLAVIMOX 1 GM 8 F.C. TAB.; CLAVUCIN 625mg 10f.c.tab.; ULTRAMOX 1 GM 10 F.C. TABS.; E-MOXCLAV 228.5mg DRY SUSP. 75 ML; E-MOXCLAV 642.9mg/5ML SUSP.; CLAVIMOX 457mg/5ml pd. for oral 75 ml; CURAM 156.25/5ml pd. For oral 75ml susp.; HIBIOTIC 312mg/5 ml 60ml susp.; HIBIOTIC N 228mg/5ml 60ml susp.; MAGNABIOTIC 460mg/5ml 80ml susp.; DELTACLAV 228.5mg/5ml 80ml susp.; AMOXILANIC 457mg/5ml 70ml susp.; AUGMENTIN 6.25MG/ML INFANT DROPS; CLAVIMOX 625 MG 12 F.C. TAB.; MAGNABIOTIC 1.2gm I.V.vial; DELTACLAV 625 mg 10f.c.tab.; CURAM 228.5mg/5ml pd. for Oral 75ml susp.; E-MOXCLAV 375mg 10 F.C. Tab.; CURAM 1.2g vial for I.V. inj./inf.; MAGNABIOTIC 375mg 10 tab.; AUGMACILLIN 457mg/5ml 60ml susp.; E-MOXCLAV 312 mg/5ml dry mix for oral 60ml susp.; MAGNABIOTIC 312.5mg/5ml 80ml susp.; AMOCLAWIN 1gm 7 tab.; AUGMENTIN 1.2G VIAL FOR I.V. INJ./INF.; AUGMENTIN 375 MG 10 TAB.; CLAVOSIGMA 875 mg /125 mg 10 F.C. Tabs.; E-MOXCLAV 457mg SUSP. 70 ML; MAGNABIOTIC 625mg 8 tab.; CURAM 312.5 mg/5ml pd. for oral 75ml susp.; AUGMENTIN 156 MG/5 ML 80ML SUSP.; DELTACLAV 457mg/5ml pd. For oral 80ml susp.; KLAVOX 228mg/5ml 70ml susp.; NEW-CLAV 457mg/5ml 80ml susp.; HIBIOTIC N 457mg/5ml 60ml susp.; MEGAMOX 228mg 70ml susp.; NEW-CLAV EXTRA STRENGTH 642.9mg/5ml 50ml susp.; AVEROBIOS 642.9 mg/5 ml 60ml susp.; CURAM 457mg/5ml pd. for oral 70ml susp; E-MOXCLAV 625mg 10 tab.; MAGNABIOTIC 1 GM 10 F.C. TABS.; AUGMENTIN DUO 228MG/5ML 70ML SUSP.; AUGMENTIN 312 MG/5ML 80ML SUSP.; HIBIOTIC N 600 MG 80ml susp.; KLAVOX 457mg/5ml 70ml susp.; CURAM 625mg 12 F.C.tab.; JULMENTIN 2X 1gm 15 tab.; AVEROBIOS 642.9 mg/5 ml 75ml susp.; E-MOXCLAV 1g 10 F.C. Tab.; AUGMENTIN 625MG 10 F.C. TAB.; CURAM 642.9mg/5ml pd. for oral 75ml susp.; MEGAMOX 457mg/5ml 70ml susp.; AUGMENTIN 457MG/5ML 70ML SUSP.; HIBIOTIC 375mg 20 tab.; MEGAMOX 625mg 14 F.C. TABS.; NEW-CLAV EXTRA STRENGTH 642.9mg/5ml 100ml susp.; AUGMENTIN ES-600 PD. FOR ORAL 75ML SUSP.; HIBIOTIC 625mg 16 tab.; HIBIOTIC 1000mg 16 tab.; KLAVOX 1gm 14 F.C.tab.; MEGAMOX 1gm 14 F.C. Tab.; CURAM 1 GM 12 F.C. TABS.; CLAVOSIGMA 250mg / 125mg 30 F.C. Tab.; AUGMENTIN 1GM 14 TABLETS,"Amoxicillin is an analog of ampicillin, derived from the basic penicillin nucleus, 6-aminopenicillanic acid; Clavulanic acid is produced by the fermentation of Streptomyces clavuligerus. It is a beta-lactam structurally related to the penicillins and possesses the ability to inactivate some beta-lactamases by blocking the active sites of these enzymes.; Lower Respiratory Tract Infections - caused by beta-lactamase-producing isolates of Haemophilus influenzae and Moraxella catarrhalis.; ; Acute Bacterial Otitis Media - caused by beta-lactamase-producing isolates of H. influenzae and M. catarrhalis.; ; Sinusitis - caused by beta-lactamase-producing isolates of H. influenzae and M. catarrhalis.; ; Skin and Skin Structure Infections - caused by beta-lactamase-producing isolates of Staphylococcus aureus, Escherichia coli, and Klebsiella species.; ; Urinary Tract Infections - caused by beta-lactamase-producing isolates of E. coli, Klebsiella species, and Enterobacter species."
Zestril,lisinopril,LISOPRIL 10mg 10 tabs.; ZESTRIL 5mg 10 tab.; SINOPRIL 5mg 20 tab.; SINOPRIL 20mg 10 tab.; MAXIPRIL 5mg 30 scored tab.; ZESTRIL 10mg 10 tab.; ZESTRIL 20mg 10 tab.; SINOPRIL 10mg 30 tab.; MAXIPRIL 20mg 30 tab.; LISINOPRIL-10 10mg 30 tab.,"About Lisinopril; Dicarboxylate-containing Angiotensin-Converting Enzyme (ACE) Inhibitor, Antihypertensive.; Mechanism of Action of Lisinopril; It is an angiotensin converting enzyme inhibitor prevents the conversion of angiotensin-1 to angiotensin-2 and abolishes the pressor actions of angiotensin. It decreases aldosterone secretion, sodium and water retention, and total peripheral resistance, leads to fall in BP. The arterioles dilate and the compliance of larger arteries is increased. Both systolic and diastolic BP is lowered. It has no effect on cardiac output and cardiovascular reflexes. There is little dilatation of capacitance vessels- so postural hypotension is not a problem. The drug does not compromise renal, cerebral, and coronary blood flow. BP lowering depending up on sodium status and renin angiotensin activity. So greater fall in BP occurs in Reno vascular accelerated and malignant hypertension."
Ocumethyl,diphenhydramine,OCUMETHYL eye drops,; ; ; ; ; ; ; 
Flatidyl,simethicone,BABY REST 40mg/0.6ml oral drops; SIMETHICONE emulsion 2% (120ml); SIMETHICONE EMULSION 2% (30ml)oral drops; SIMETHICONE 80mg 30 tab.U.S.P.XXII; FLATIDYL 30% oral drops 10 ML; SIMETHICONE 2% (30ml) oral drops.; FLATIDYL 40mg 30 chewable tab.; GASEOFLATEX 125mg 20 chew. tab.; DISFLATYL 30 chewable tab.,"About Simethicone; Oral anti-foaming agent, Silicones, Antiflatulent.; Mechanism of Action of Simethicone; This anti-gas (anti-flatulence) medication acts in the stomach and intestines to change the surface tension of gas bubbles, enabling smaller bubbles to join together into bigger bubbles. It results elimination of gas more easily by belching or passing flatus.; Indications for Simethicone; 1. Abdominal pain which is due to excessive gas in the digestive tract; 2. Before gastroscopy or radiography of the bowel"
Remeron,mirtazapine,RAMIZIPINE 30 mg 10 F.C. TABS.; RAPIZAPINE 30 mg 10 tab.; MIRTOFUTAL 30 mg 10 F.C. TABS.; MIRTADEPINE 30 mg 10 tab.; REMERON SOLTAB 30mg orodisp.tabs.; APRIMERTAZ 30 mg 10 F.C. TABS.; REMERON 30mg 10 Tab.; MIRTIMASH 30 mg 30 SCORED F.C. TABS.,"About Mirtazapine; Tetracyclic Antidepressant, piperazino-azepine group, Antidepressant.; Mechanism of Action of Mirtazapine; Mirtazapine antagonizes alpha 2 adrenergic receptors, 5HT2 and 5HT3 receptors. This will enhance noradrenergic and serotonergic activities. Mirtazapine also has potent antihistamine activity. The increase in concentration of neurotransmitters produces antidepressant activity.; ; Indications for Mirtazapine; Depression; Interactions for Mirtazapine; Drugs that are metabolised by and/or inhibit cytochrome P450 enzymes: Mirtazapine is not a potent inhibitor of various cytochrome P450 enzymes.; Alcohol: Impairment of cognitive and motorskills produced by mirtazapine has been shown to be additive to those produced by alcohol. Patients are advised to avoid alcohol while taking mirtazapine."
