Medicine Name,Active Ingredient,Alternatives,Pharmacology,Image_URL
Buscopan,hyoscin-n-butylbromid,HYOSPASMOL 20mg/ml 1 amp.; SIGMASTINAL 20mg/ml 1 amp.; BUTACID 10mg 20 tab.; SPASMOCIN 15mg 6 supp.; BUSCOPAN 10mg supp.; SPASMOCIN 100mg/100ml 120ml syrup.; NU-SPASM 10mg 20 tab.; FARCORELAXIN 100mg/100ml 120ml syrup.; FARCORELAXIN 7.5mg 5 INFANTILE supp.; FARCORELAXIN 10mg 5 adult supp.; SPASMOCIN 10mg 20 tab.; FARCORELAXIN 20mg I.V./I.M. 3 amp.; BUSCOPAN 10mg 20 sugar coated tab.; NU-SPASM 20mg/ml 6 amps.; BUTACID 20mg/ml 6 amp.; HYOSENIL 20mg/ml 6 amp.; SPASMO STERILE 20mg/ml I.M./I.V. 6 amp.; SPASMOCIN 20mg/ml 6 amp.; BUSCOPAN 20mg/ml 6 amp.,"Hyoscine-N-butylbromide is an antispasmodic drug used to treat conditions associated with spasms of the gastrointestinal tract, such as cramping.; ; How does it work?; This medication relieves gastrointestinal cramping by relieving smooth muscle contractions.; ; Drug interactions; ; Anticholinergic drugs; ; Increased anticholinergic effects (dry mouth, urinary retention, constipation, confusion in the elderly); ; Sedative drugs; ; Increased sedative effects; ; Disease interactions; ; Consult your doctor before using this drug if you have glaucoma, obstructive bowel disorder, an enlarged prostate, liver or kidney disease, myasthenia gravis, or if you have heart disease.; ; Recommended dosage; ; Adults: 10-20 mg 3-4 times daily with a maximum daily dose of 100 mg.; ; Children: 1-3 months: 1.5 mg 3 times a day; ; 3-12 months: 2.5-5 mg 3 times a day; ; 1-3 years: 5-10 mg 3 times a day; ; 3-6 years: 10 mg 3 times a day; ; 6-12 years: 10-20 mg 3 times a day",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/buscopan-6-ampoules-1mg-fmsv-1640524511.png
Maalox,aluminium hydroxide,LOBURNA oral susp. 180 ML; ACIDIPAN oral susp. 180 ML; ALUMATREND oral susp. 240 ML; MAALOX PLUS (Lemon flavoured) 180ml susp.; MAALOX PLUS (Lemon flavoured) 355ml susp.; MAALOX PLUS 200mg 40 chewable tab.,"Mechanism of Action; Aluminum hydroxide: Neutralizes stomach hydrocloride to form AlCl3 salt plus water- increases gastric pH; ; Magnesium hydroxide: Promotes bowel evacuation by causing osmotic retention of fluid, which causes the colon to distend with increased peristaltic activity- forms magnesium chloride when reacts with hydrochloric acid; ; Simethicone: Disperses and prevents gas pockets in the GI system by decreasing surface tension of gas bubles; ; Contraindications; Hypersensitivity to any component of the formulation; ; Cautions; Caution in renal failure",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/1631427534maalox-antacid-oral-suspensions-red-fruits-flavoring-20-sachets-5mljpg
Maalox Plus,aluminium hydroxide,LOBURNA oral susp. 180 ML; ACIDIPAN oral susp. 180 ML; ALUMATREND oral susp. 240 ML; MAALOX PLUS (Lemon flavoured) 180ml susp.; MAALOX PLUS (Lemon flavoured) 355ml susp.; MAALOX PLUS 200mg 40 chewable tab.,"Mechanism of Action; Aluminum hydroxide: Neutralizes stomach hydrocloride to form AlCl3 salt plus water- increases gastric pH; ; Magnesium hydroxide: Promotes bowel evacuation by causing osmotic retention of fluid, which causes the colon to distend with increased peristaltic activity- forms magnesium chloride when reacts with hydrochloric acid; ; Simethicone: Disperses and prevents gas pockets in the GI system by decreasing surface tension of gas bubles; ; Contraindications; Hypersensitivity to any component of the formulation; ; Cautions; Caution in renal failure",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/maalox-plus-antacid-oral-suspension-180-ml-1640186549.png
Bepanthen,dexapanthenol,DEXPANTHENOL 5gm/100gm topical cream 20 GM; FINEPANTHENOL 5% cream 20 GM; DEXPANOL WOUND 5gm/100ml topical spray; CORNEREGEL 50mg/g eye gel; CORNEREGEL FLUID 50mg/ml eye drops; BEPANTHEN CREAM 30 GM; BEPANTHEN OINTMENT 30 GM; BEPANTHEN 200ML LOTION,"Dexapanthenol-containing creams have been widely used for treatment of lesions (superficial wounds) of the skin and mucous membranes. Dexapanthenol is converted in tissues to pantothenic acid, a component of coenzyme A. Coenzyme A catalyses early steps in the synthesis of fatty acids and sphingolipids which are of crucial importance for stratum corneum lipid bilayers and cell membrane integrity.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/bepanthen-ointment-01684919148.png
Panadol,paracetamol(acetaminophen),GRIPPO 200mg supp.; PARACETAMOL 500mg 20tab. B.P.80; PARALEX 125 rectal pediatric supp.; ACETAMINOPHEN 125mg paed. supp.U.S.P.XXIII; PYREMOL 300mg supp.; PYRAL 250mg 5 children supp.; FEBRIMOL 500mg 20 tab.; CETAMOL 120mg/5ml pediatric 120ml syrup.; FEBRIMOL oral drops 20 ML; PARACETAMOL-MUP 500mg B.P. 20 tab.; PARAGESIC 500mg 5 supp.; PYRAL 100mg/ml oral drops; UNICETAMOL 100MG/ML oral drops 15 ML; PARACETAMOL-AMRIYA 120mg/5ml 120ml susp.; TEMPORAL 250mg/5ml 60ml susp.; ABIMOL 300mg 5 rectal supp.; PYRAL 2.4g/100ml 125ml syrup; ABIMOL 150MG/5ML 125ML SYRUP; PARACETAMOL 500mg 20 tab. B.P. 2010 (ADWIC); THERA-LO 3.2g/100ml oral 100ml susp.; CETAL 120mg 5 infantile supp.; TEMPRA 160 mg/5ml syp. 90 ML; FEVANO 200mg/5ml 125ml syrup; CETAL 100MG/ML oral drops 15 ML; PARAMOL 125mg 5 paediatric supp.; CETAL 250mg/5ml 60ml susp.; PARACETAMOL-ADCO 500mg 20 tab.; PYRAL 500mg 20 tab.; CETAL 500mg 20 tab.; ABIMOL 500 MG 20 TABLETS; GESICREST 10mg/ml vial for I.V. inf. 50 ML; RAZIPHEMOL 10mg/ml soln. for I.V. inf.; ADOL 500MG 24 CAPLETS; PARAMOL 120mg/5ml 125ml syrup; PARACETAMOL-PHARCO B 1% soln. for I.V. inf.; PANADOL 500 mg 24 TABLETS; PARAMOL 500mg 20 tab.; ROTAPYRETIC 10mg/ml vial for I.V. inf. 50 ML; VEDRAPHENAL 1% SOLN. FOR IV INF. 50 ML; EUPIFALGAN 10mg/ml vial for I.V. inf. 100 ML; PERFALGAN 1g/100ml (50ml) sol.for I.V.vial; TARGECETAL 10mg/ml vial for I.V. inf. 100 ML; NOVALDOL 1gm 15 tab.; GESICREST 10mg/ml vial for I.V. inf. 100 ML; MEDALGESIC 10mg/ml vial for I.V. inf. 100 ML; PYRITRUST 1% soln. I.V. inf. 100 ML; ROTAPYRETIC 10mg/ml vial for I.V. inf. 100 ML; VEDRAPHENAL 1% SOLN. FOR IV INF. 100 ML; PARACETAMOL-PHARCO B 1% soln. I.V. inf.; INJECTMOL 10mg/ml vial for I.V. inf. 100 ml; PARACETAGEN 10 mg/ml vial for I.V. inf.; PENTAMOL 10mg/ml soln. for I.V. inf.; PANADOL JOINT 18 ER TABLETS; PERFALGAN 1g/100ml (100ml) sol.for I.V.vial,"About Paracetamol; Acetanilide derivative, Non narcotic Analgesic,Antipyretic.; Mechanism of Action of Paracetamol; Paracetamol has analgesic and antipyretic action.; It is more active on cyclo-oxygenase enzyme in brain. Peripherally it is a poor inhibitor of prostaglandin synthesis.; Analgesic action: Paracetamol raises the pain threshold and produces analgesic effect.; Antipyretic action: Paracetamol lowers fever by direct action on the thermoregulatory centre in the Hypothalamus and block the effects of endogenous pyrogen.; Indications for Paracetamol; 1. To relieve pain and fever; 2. Acute gout; 3. Migraine; Interactions for Paracetamol; Cholestyramine: Reduces absorption of paracetamol.; Charcoal: Activated, administered immediately reduces absorption of paracetamol.; Domperidone and metochlopramide: Enhance absorption of paracetamol.; Alcohol: Chronic excessive ingestion of alcohol potentiates hepatotoxicity of paracetamol.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/panadol-joint-extended-release-tablets-for-joint-pain-relief-24-tabs-wyew-11684660961.png
Panadol,paracetamol(acetaminophen),GRIPPO 200mg supp.; PARACETAMOL 500mg 20tab. B.P.80; PARALEX 125 rectal pediatric supp.; ACETAMINOPHEN 125mg paed. supp.U.S.P.XXIII; PYREMOL 300mg supp.; PYRAL 250mg 5 children supp.; FEBRIMOL 500mg 20 tab.; CETAMOL 120mg/5ml pediatric 120ml syrup.; FEBRIMOL oral drops 20 ML; PARACETAMOL-MUP 500mg B.P. 20 tab.; PARAGESIC 500mg 5 supp.; PYRAL 100mg/ml oral drops; UNICETAMOL 100MG/ML oral drops 15 ML; PARACETAMOL-AMRIYA 120mg/5ml 120ml susp.; TEMPORAL 250mg/5ml 60ml susp.; ABIMOL 300mg 5 rectal supp.; PYRAL 2.4g/100ml 125ml syrup; ABIMOL 150MG/5ML 125ML SYRUP; PARACETAMOL 500mg 20 tab. B.P. 2010 (ADWIC); THERA-LO 3.2g/100ml oral 100ml susp.; CETAL 120mg 5 infantile supp.; TEMPRA 160 mg/5ml syp. 90 ML; FEVANO 200mg/5ml 125ml syrup; CETAL 100MG/ML oral drops 15 ML; PARAMOL 125mg 5 paediatric supp.; CETAL 250mg/5ml 60ml susp.; PARACETAMOL-ADCO 500mg 20 tab.; PYRAL 500mg 20 tab.; CETAL 500mg 20 tab.; ABIMOL 500 MG 20 TABLETS; GESICREST 10mg/ml vial for I.V. inf. 50 ML; RAZIPHEMOL 10mg/ml soln. for I.V. inf.; ADOL 500MG 24 CAPLETS; PARAMOL 120mg/5ml 125ml syrup; PARACETAMOL-PHARCO B 1% soln. for I.V. inf.; PANADOL 500 mg 24 TABLETS; PARAMOL 500mg 20 tab.; ROTAPYRETIC 10mg/ml vial for I.V. inf. 50 ML; VEDRAPHENAL 1% SOLN. FOR IV INF. 50 ML; EUPIFALGAN 10mg/ml vial for I.V. inf. 100 ML; PERFALGAN 1g/100ml (50ml) sol.for I.V.vial; TARGECETAL 10mg/ml vial for I.V. inf. 100 ML; NOVALDOL 1gm 15 tab.; GESICREST 10mg/ml vial for I.V. inf. 100 ML; MEDALGESIC 10mg/ml vial for I.V. inf. 100 ML; PYRITRUST 1% soln. I.V. inf. 100 ML; ROTAPYRETIC 10mg/ml vial for I.V. inf. 100 ML; VEDRAPHENAL 1% SOLN. FOR IV INF. 100 ML; PARACETAMOL-PHARCO B 1% soln. I.V. inf.; INJECTMOL 10mg/ml vial for I.V. inf. 100 ml; PARACETAGEN 10 mg/ml vial for I.V. inf.; PENTAMOL 10mg/ml soln. for I.V. inf.; PANADOL JOINT 18 ER TABLETS; PERFALGAN 1g/100ml (100ml) sol.for I.V.vial,"About Paracetamol; Acetanilide derivative, Non narcotic Analgesic,Antipyretic.; Mechanism of Action of Paracetamol; Paracetamol has analgesic and antipyretic action.; It is more active on cyclo-oxygenase enzyme in brain. Peripherally it is a poor inhibitor of prostaglandin synthesis.; Analgesic action: Paracetamol raises the pain threshold and produces analgesic effect.; Antipyretic action: Paracetamol lowers fever by direct action on the thermoregulatory centre in the Hypothalamus and block the effects of endogenous pyrogen.; Indications for Paracetamol; 1. To relieve pain and fever; 2. Acute gout; 3. Migraine; Interactions for Paracetamol; Cholestyramine: Reduces absorption of paracetamol.; Charcoal: Activated, administered immediately reduces absorption of paracetamol.; Domperidone and metochlopramide: Enhance absorption of paracetamol.; Alcohol: Chronic excessive ingestion of alcohol potentiates hepatotoxicity of paracetamol.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/panadol-cold-and-flu-day-01664875291.png
Otrivin,xylometazoline,BALKIS 0.05% INFANTILE nasal drops; BALKIS 0.1% ADULT nasal drops; RHINEX 0.05% INFANTILE nasal drops 10 ml; RHINEX 0.1% ADULT nasal drops 10 ml; OTRIVIN MENTHOL 0.1% nasal drops.; NASOSTOP 0.05% PAED nasal drops 15 ML; NASOSTOP 0.1% ADULT nasal drops 15 ML; OTRIVIN 0.05% pediatric nasal drops 15 ML; OTRIVIN 0.1% Adult nasal drops 15 ML; OTRIVIN 0.1% adult nasal spray 10 ML,"About Xylometazoline; Imidazoline derivative,Alpha-2 adrenergic agonist, Topical nasal decongestant.; Mechanism of Action of Xylometazoline; It is a nasal decongestant with selective alpha-2 agonistic action. It produces local vasoconstriction, reduces blood flow, and causes shrinkage of mucosa which provides relief of nasal congestion.; Indications for Xylometazoline; 1. Nasal congestion; Interactions for Xylometazoline; Tricyclic antidepressants: Xylometazoline may potentiate the pressor effects of tricyclic antidepressants.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/otrivin-baby-saline-15ml-01664881016.png
Otrivin,xylometazoline,BALKIS 0.05% INFANTILE nasal drops; BALKIS 0.1% ADULT nasal drops; RHINEX 0.05% INFANTILE nasal drops 10 ml; RHINEX 0.1% ADULT nasal drops 10 ml; OTRIVIN MENTHOL 0.1% nasal drops.; NASOSTOP 0.05% PAED nasal drops 15 ML; NASOSTOP 0.1% ADULT nasal drops 15 ML; OTRIVIN 0.05% pediatric nasal drops 15 ML; OTRIVIN 0.1% Adult nasal drops 15 ML; OTRIVIN 0.1% adult nasal spray 10 ML,"About Xylometazoline; Imidazoline derivative,Alpha-2 adrenergic agonist, Topical nasal decongestant.; Mechanism of Action of Xylometazoline; It is a nasal decongestant with selective alpha-2 agonistic action. It produces local vasoconstriction, reduces blood flow, and causes shrinkage of mucosa which provides relief of nasal congestion.; Indications for Xylometazoline; 1. Nasal congestion; Interactions for Xylometazoline; Tricyclic antidepressants: Xylometazoline may potentiate the pressor effects of tricyclic antidepressants.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/otrivin-nasal-drops-children-15-ml-01664880313.png
Zyrtec,cetirizine,ALERID 10mg/ml oral dps.; EPIRIZINE 5MG/ML SYRUP 60 ML; ALERID 5mg/5ml 60ml syrup; ALERID 5mg/5ml 100ml syrup; CETRAK 1mg/ml 120ml syrup; CETIRIZINE 1% oral dps. 15 ML; CETRITIN 5mg/5ml 120ml syrup; CETRITIN 10mg 10 tab.; EPIRIZINE 10mg 10 tab.; LERGFREE 5mg/5ml 120ml syrup; HISTAZINE-1 1gm/100ml oral drops 10 ML; ALERID 10MG chewable 20tab.; HISTAZINE-1 0.1% 100ml syrup; TOMAZINE 1mg/ml 60ml syrup; ALERID 10mg 20 F.C. TABS.; CETRICHEW 5mg 20 chewable F.C. tabs.; CETRICHEW 10mg 20 chewable F.C. tabs.; HISTA CHEW 10 mg 20 chewable tab.; HISTAZINE-1 10mg 10 tab.; CETRAK 10mg 20 tab.; ZYRTEC 10mg/ml oral drops; ZYRTEC 0.1% 100ml syrup; TOMAZINE 10mg 20 F.C. TABS.; ZYRTEC 10 mg 20 tab.,"About Cetirizine; Second Generation H1 Antagonist, Metabolite of hydroxyzine, Antihistamine.; ; Mechanism of Action of Cetirizine; This drug is a selective peripheral H1 receptor antagonist. Thus it inhibits the allergic symptoms produced by histamines like cold, rhinorrhea, sneezing, urticaria etc. The drug has some mast cell stabilizing properties. It also inhibit eotaxin-induced eosinophil TEM through both dermal and lung micro vascular endothelial cells. So inhibit eosinophil chemotaxis and also inflammation caused by it.; ; Indications for Cetirizine; 1. Sneezing; 2. Rhinorrhoea; 3. Postnasal discharge.; 4. Common coughs; 5. Colds.; 6. Chronic urticaria; 7. Dermatitis; 8. Pruritic skin disorders; 9. Hay fever; 10. Angioedema",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/zyrtec-10-mg-20-tab-1642424493.png
Flixonase,fluticasone propionate,DERMAFLUTISONE 0.05% topical Cream 30 GM; TOPCAN 0.05% cream 15 GM; CUTASONE 0.005% oint. 20 GM; CUTASONE 0.05% cream 20 GM; CUTIVATE 0.05% top. cream 15 GM; CUTIVATE 0.05% w/w ointment 15 GM; RHINORELIEF NASAL SUSP. 50 mcg/metered spray dose; TICANASE 0.05% nasal spray; FLIX NASAL SPRAY 50 mcg/metered spray dose; FLIXOTIDE DISKUS 50mcg/dose accuhaler; FLIXOTIDE EVOHALER 50mcg/actuation inhaler; FLIXONASE AQUEOUS 50 MCG/METERED SPRAY DOSE; FLIXOTIDE DISKUS 100mcg/dose 60 DOSES; FLIXOTIDE EVOHALER 125mcg/actuation inhaler; FLOHALE HFA 250mcg/dose inhaler; FLIXOTIDE 0.5MG/2ML 10 INH. NEBULES; FLIXOTIDE EVOHALER 250MCG/ACTUATION 60 DOSES; FLIXOTIDE DISKUS 250 mcg/dose 60 DOSES; FLIXOTIDE 2MG/2ML 10 INH. NEBULES,"Description; Fluticasone propionate, a medium-potency synthetic corticosteroid, is used topically to relieve inflammatory and pruritic symptoms of dermatoses and psoriasis, intranasally to manage symptoms of allergic and non-allergic rhinitis, and orally for the treatment of asthma. Fluticasone proprionate is marketed under several different brand names such as Flonase�. Fluticasone propionate is also available as a combination product of azelastine hydrochloride and fluticasone propionate called Dymista�. Dymista� is indicated in patients over 12 years old for symptomatic relief of seasonal allergic rhinitis.; ; Indication; is used topically to relieve inflammatory and pruritic symptoms of dermatoses and psoriasis, intranasally to manage symptoms of allergic and non-allergic rhinitis, and orally for the maintenance treatment of asthma as prophylactic therapy and for patients requiring oral corticosteroid therapy for asthma.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/1631530770flixonasejpg
Otal,sotalol,BETASOTAL 80mg 10 tab.; SOTALOC 160mg tabs.; BETACOR 80mg 30 tab.,"About Sotalol; Beta (Nonselective) adneregic blocking agent, a potassium channel blocker, Anti-hypertensive,Class III anti-arrhythmic.; Mechanism of Action of Sotalol; Sotalol is a non selective beta receptor antagonist. It has negative chronotropic effect on heart. It decreases oxygen consumption- cardiac work and aortic pressure. It increases oxygen supply and exercise tolerance in angina patients. It prolongs duration of monophasic action potentials in atria and ventricles &. Prolongs effective refractory period of AV node, His purkinje system and all cardiac tissues and AV conduction is delayed. It has class 3 antiarrhythmic action of prolonging repolarisation by blocking cardiac K+ channels. It increases ventricular fibrillation threshold in myocardium The drug decreases BP in hypertensive individuals. Initially total peripheral resistance increases due to blockade of beta mediated vasodilatation and decrease in cardiac output- so little change in BP.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/1631020895otal-ear-drops-for-ear-infectionsjpg
Remowax,carbamide peroxide,EAR WAX 6.5mg/100ml drops; PERROXY 6.5% ear drops 15 ML; REMOWAX 5 % ear drops. 15 ML,"This medication is used to treat earwax buildup. It helps to soften, loosen, and remove the earwax. Too much earwax can block the ear canal and reduce hearing. This medication releases oxygen and starts to foam when it comes in contact with the skin. The foaming helps break up and remove the earwax.; How to use carbamide peroxide otic; This medication is for use only in the ear. Apply this medication into the ear, usually twice daily or as directed by your doctor. Do not use this medication for more than 4 days at a time unless your doctor instructs you to. Follow all directions on the product package. If you are uncertain about any of the information, consult your doctor or pharmacist.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/1631462247remowaxjpg
Cataflam,diclofenac potassium,RAPIFLAM 12.5mg 5 SUPP.; RAPIFLAM 25mg 5 SUPP.; DICLOFLAM 50mg 10 sugar coated tab.; UNIRAPECURE 50 MG 10 F.C. TABS.; RAPIFLAM 25mg 10 enteric coated tab.; VASTAFLAM 25mg 20 sugar coated tab.; MIPAFLAM 75mg 5 supp.; VASTAFLAM 50mg 20 sugar coated tab.; ADWIFLAM 25MG 20F.C.TAB; ADWIFLAM 12.5mg INFANTS 5 supp.; ADWIFLAM 25mg children 5 supp.; MIPAFLAM 25 MG 20 E.C. TABS.; RAPIFLAM 50mg 10 enteric coated tab.; FLASH ACT 50mg/2g Sachets; OFLAM 25 MG 10 QUICKTAB.; ACTIFAST 12.5mg 20 tab.; INESTAFENAC 50mg 10 sachet; ACTIFAST 50mg 6 sachets; CATAFLAM 15mg/ml oral drops 15 ML; DOLPHIN K 75mg 5 supp.; ADWIFLAM 75mg 5 supp.; DOLPHIN K 15mg/ml oral drops 15 ML; VOLTINAC-K soln. for inj.; DOLPHIN K 75mg/3ml I.M. 3 amp.; CATAFLAM 75mg 5 supp.; ACTIFAST 50mg 30 f.c.tab.; CATAFLY 2mg/ml 100ml susp.; DICLOTAZEN 50mg 10 sachets; DOLPHIN K 25mg 20 F.C. tab.; DICLASIUM 50 MG 30 F.C. TABS.; POTAFEN 25mg 20 F.C. Tab.; DECLOPHEN FAST 50mg Gr. for Oral susp. 10 SACHETS; DICLOWAD 50mg 12 sachets.; DOLPHIN K 50mg 20 F.C. tab.; CATAFLY 2mg/ml 140ml susp.; POTAFEN 75mg/3ml 3 amp.; RAPIDUS 50mg 20 F.C. TABS.; CATAFLAM 25mg 20 sugar coated tab.; ZITOXANAL 50mg 30 CAPS.; POTAFEN 50mg 20 F.C. Tab.; ANTIFLAM 25mg 20 tab.; ANTIFLAM 50mg 20 tab.; ADWIFLAM 50 MG 10 SACHETS; OFLAM 50 MG 20 QUICKETAB.; DOLPHIN K 75mg S.R. 20 caps.; DICLORAPID 50mg 30 F.C.tab.; DOLPHIN K 75mg/3ml I.M. 6 amp.; ADWIFLAM 50mg E.R. 30 caps.; ADWIFLAM 75mg/3ml 6 AMP.; CATAFLAM 50mg 20 sugar coated tab.; CATAFAST 50mg 9 sachet; FLAMIFAST 50mg 30 ORALLY DISINTEGRATING TABS.; CATAFLAM 75mg/3ml 6 amp.; DICLOTAZEN 50mg 100 sachets,"About Diclofenac Potassium; NSAID, anti-inflammatory ,antipyretic and analgesic.; ; Mechanism of Action of Diclofenac Potassium; Diclofenac possess analgesic, anti-inflammatory and antipyretic action. It inhibits the enzyme cyclo-oxygenase and there by inhibits the synthesis of Prostaglandins (((PGs))). It is more potent against cyclo-oxygenase-2 enzyme as compared to other NSAIDs like Indomethacin, Naproxen etc. It reduces intracellular concentrations of free arachidonic acid in leukocyte by altering its release or uptake.; ; Indications for Diclofenac Potassium; 1.Rheumatoid arthritis; 2.Ankylosing spondylitis; 3.Acute gout; 4.Joint disorders e.g. inflammatory disease in joints, crystal deposition in the joints; 5.Osteoarthritis; 6.For the relief of pain and inflammation in dental minor surgery and orthopedic; 7.Dysmenorrhoea",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/1621868069cataflam-50mg-20-tab-chefaapng
Faktu,cinchocaine,HYKOMAP RECTAL OINT. 15 GM; HYKOMAP 10 RECTAL SUPP.; FAKTU OINT. 30 GM; FAKTU 8 RECTAL SUPP.,"About Cinchocaine; An amide derivative, most potent and toxic long-acting local anesthetics, A local anaesthetic; Mechanism of Action of Cinchocaine; Cinchocaine is a local anesthetic. It works by blocking the pathway of pain signals along nerves. It inhibits conduction of nerve impulses and decreases cell membrane permeability to ions at the site of the pain. This prevents an electrical signal building up and passing along the nerve fibres to the brain. In this way Cinchocaine causes",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/faktu-ointment-30g-for-internal-and-external-haemorrhoids-01675250234.png
ReNu,boric acid,RENU MULTIPLUS SOLUTION 60 ML; RENU MULTIPLUS SOLUTION 120 ML; BIOTRUE MULTI-PURPOSE SOLUTION 120 ML; RENU MULTIPLUS SOLUTION 240 ML; RENU MULTIPLUS SOLUTION 360 ML,,https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/renu-multiplus-solution-multifunction-vhgi-01653469254.png
Macrofuran,nitrofurantoin,COLIFURAN 100mg 20tab.; MEPAFURAN 50MG 20 CAPS.; MEPAFURAN 100MG 20 CAPS.; UVAMINE RETARD 100MG 20CAPS.; MACROFURAN 50 MG 30CAPS.; MACROFURAN 100 MG 30CAPS.,"About Nitrofurantoin; Nitrofuran derivative antibiotic, Urinary germicide, Miscellaneous Antibiotic.; ; Mechanism of Action of Nitrofurantoin; Nitrofurantoin is a bacteriostatic drug. It undergoes enzymatic reduction and produces active metabolite which damages the DNA of the bacteria. Bacteria reduce Nitrofurantoin more rapidly than mammalian cells.; Indications for Nitrofurantoin; 1. Urinary tract infection; Interactions for Nitrofurantoin; Antichlolinergic drugs: Bioavailability of nitrofurantoin increased due to delayed gastric emptying.; Probenecid: Decreased renal clearance and increased serum levels of nitrofurantoin resulting in toxicity.; Magnesium trisilicate: May delay or decrease the absorption of nitrofurantoin.; Food: Increases bioavailability of nitrofurantoin.; Lab tests: Serum glucose decreased. Elevated serum bilirubin and alkaline phosphates. Elevated urinary creatinine levels. False-positive urinary glucose using benedicts reagent.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/macrofuran-100-mg-30-cap-3ycl-01694359242.png
Humalog Mix 25,insulin lispro,HUMALOG MIX 25/100 I.U./ml (5 cartridges); HUMALOG MIX 25/100 I.U./ml (5 QuickPens); HUMALOG MIX 50/100 I.U./ml (5 QuickPens),"About Insulin Lispro; Pancreatic hormone, a fast acting insulin analogue, Antidiabetic Agent.; Mechanism of Action of Insulin Lispro; It is a fast acting Insulin analogue. Insulin acts through binding to a subunit of insulin receptors located on the cell membrane of all cells (highest densities are seen in muscle, liver, and adipose tissue).This binding induces aggregation and internalization of the receptor along with the bound Insulin. This activates tyrosine kinase activity of the ? subunits and tyrosine residues of the ? subunits get autophosphorylated- thus the activity of this subunit to phosphorylate tyrosine residues of Insulin Receptor Substrate proteins (IRS1, IRS2) is increased. These results in a cascade of phosphorylation and dephosphorylation reactions which lead to stimulation or inhibition of enzymes involved in the metabolic actions of Insulin. Action of Insulin on metabolic enzymes are also mediated through second messengers like phosphatidyl inositol glycan (PIG) and",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/humalog-mix-25-100-iuml-5cart-3ml-x6hl-01669298479.png
X-Tension,irbesartan,IRBESARTAN 300mg 7 F.C. tab.; IRBEDRIN 150mg 10 tab.; IRBETAN 150mg 10 tab; IRBEDRIN 75mg 14tab.; IRBESARTAN 75 mg 14 F.C.tab.; IRBESARTAN 150mg 14 F.C. tabs.; IRBEDRIN 300mg 10 tab.; SARTALESS 300mg 14 scored tab.; IRBESARTAN 150mg 20 tab.; RENTENSAR 150 MG 20 SCORED TABS.; KANSARTAN 75mg 30 tab.; IRBAN 300mg 20 tab.; KANSARTAN 150mg 30 tab.; KANSARTAN 300mg 30 tab.; APROVEL 150mg 14tab.; X-TENSION 150mg 28 scored tab.; APROVEL 300mg 14tab.; X-TENSION 300mg 28 scored tab.,"About Irbesartan; Angiotensin II Receptor Blocker, a non-peptide compound, Antihypertensive.; ; Mechanism of Action of Irbesartan; It is a competitive antagonist of angiotensin-2 at AT-1 receptor. It decreases peripheral resistance and lowers BP in hypertensive individuals. It blocks all overt actions of angiotensin-2 such as: - 1. Vasoconstriction, 2. Central & Peripheral sympathetic stimulus, 3. Release of aldosterone and adrenaline, 4. Salt and water reabsorption, 5. Central actions like thirst, vasopressin release, and growth promoting actions on heart and blood vessels.; ; Indications for Irbesartan; 1. Hypertension; ; Interactions for Irbesartan; No significant interactions have been found in concomitant use with hydrochlorothiazide, digoxin, warfarin and nifedipine.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/x-tension-high-blood-pressure-300mg-28tab-7swd-01665481427.png
